"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","review_per_month"
"1057",4455301,"Pretty and Private in Clinton Hill",8490286,"Jan","Brooklyn","Clinton Hill",40.68673,-73.96587,"Entire home/apt",110,30,352,2.92,1,299,3,2.92
"1058",4456312,"Cute & Cozy Room for Med Students & Travel Nurses",3551179,"Veralisa","Bronx","Kingsbridge",40.8782,-73.89468,"Private room",52,30,32,0.29,1,168,3,0.29
"1059",4464508,"Flatbush Gardens",23162890,"Terrance","Brooklyn","Flatbush",40.64889,-73.96501,"Private room",76,30,37,0.31,1,180,0,0.31
"1060",4472978,"Charming Studio in a Great location",5800619,"Catia","Manhattan","Chelsea",40.75398,-73.99982,"Entire home/apt",245,30,341,3.07,2,118,6,3.07
"1061",4492303,"Bright, lovely 1 bdrm near Central Park & metro.",7567309,"Susan","Manhattan","Upper West Side",40.78096,-73.98214,"Entire home/apt",200,31,31,0.26,1,110,1,0.26
"1062",4498688,"Large, Immaculate Brooklyn 2 BR apt, sleeps 4-5",12881527,"Tanya","Brooklyn","Bedford-Stuyvesant",40.68415,-73.94985,"Entire home/apt",263,30,16,0.13,1,365,0,0.13
"1063",4498927,"Manhattan townhouse near subway",23334165,"Patricia","Manhattan","Harlem",40.82399,-73.94415,"Entire home/apt",130,30,108,0.9,1,261,1,0.9
"1064",4504115,"Low budget-big room 20min to city",8581058,"Filip","Brooklyn","Bushwick",40.68466,-73.90829,"Private room",150,30,81,0.67,2,358,0,0.67
"1065",4509560,"350-GA Spacious Studio Gramercy Sleeps 3",2119276,"Urban Furnished","Manhattan","Gramercy",40.73449,-73.98103,"Entire home/apt",144,30,19,0.18,29,277,1,0.18
"1066",4514042,"Bushwick Duplex 1",3709510,"Deacon","Brooklyn","Bushwick",40.69263,-73.92543,"Private room",82,30,42,0.55,3,364,1,0.55
"1067",4517848,"Landmark 1 Bedroom has 2 beds, Free WiFi",7245581,"Michael","Manhattan","Washington Heights",40.83442,-73.9387,"Entire home/apt",84,180,7,0.06,17,199,1,0.06
"1068",4530432,"Landmark Parlor Studio near train has 2 beds.",7245581,"Michael","Manhattan","Washington Heights",40.8340492248535,-73.939567565918,"Entire home/apt",79,120,10,0.09,17,364,0,0.09
"1069",4532913,"Williamsburg private clean cozy RM",20164579,"Oliver","Brooklyn","Williamsburg",40.71723,-73.95996,"Private room",71,30,425,4.54,1,351,6,4.54
"1070",4537500,"Location Nancy",3250450,"Petya","Queens","Astoria",40.76421,-73.92846,"Private room",45,31,2,0.02,18,364,0,0.02
"1071",4538012,"Bright Harlem Home in New Building!",12879538,"Gregory","Manhattan","Harlem",40.82051,-73.94754,"Private room",85,30,67,0.56,2,365,0,0.56
"1072",4539480,"Large, Bohemian Loft in the Heart of Brooklyn",4327100,"Robert","Brooklyn","Greenpoint",40.73267,-73.95694,"Entire home/apt",200,30,13,0.55,1,354,1,0.55
"1073",4539943,"Nice & bright room in Bushwick",8581058,"Filip","Brooklyn","Bushwick",40.68448,-73.90821,"Private room",200,30,99,0.82,2,358,0,0.82
"1074",4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,"Shari","Brooklyn","East Flatbush",40.65288,-73.94223,"Entire home/apt",118,30,39,0.33,2,174,3,0.33
"1075",4545999,"Your Brooklyn Nook",23570473,"James","Brooklyn","Crown Heights",40.67389,-73.95346,"Private room",70,30,46,0.52,1,126,4,0.52
"1076",4549557,"Central Harlem",23588055,"Genine","Manhattan","Harlem",40.81421,-73.94225,"Private room",199,30,3,0.03,1,362,0,0.03
"1077",4550602,"KLO Room #3 With Private Bathroom",23533897,"Fatou","Brooklyn","Crown Heights",40.67451,-73.95082,"Private room",178,1,121,1.01,6,148,25,1.01
"1078",4557370,"Holiday in Manhattan!  Great Views!",7257731,"Anna","Manhattan","Inwood",40.864468,-73.928536,"Entire home/apt",99,30,14,0.12,1,214,2,0.12
"1079",4559096,"Manhattan/Time Sq.",23635670,"John","Manhattan","Hell's Kitchen",40.7597331104776,-73.9957270970788,"Private room",170,1,383,3.17,1,293,60,3.17
"1080",4573728,"Bright & Cozy 2B/1BA in prime LES!",23708028,"Ivan","Manhattan","Lower East Side",40.72003,-73.98822,"Entire home/apt",145,30,178,1.48,1,253,2,1.48
"1081",4576206,"Charming Brownstone Garden Suite w Outdoor Space",22017065,"Pamela","Brooklyn","Prospect Heights",40.68102,-73.97028,"Entire home/apt",285,3,156,1.3,1,234,37,1.3
"1082",4594389,"Furnished 2BR in UES (30 DAYS MIN)",23772724,"The Local Stay","Manhattan","Upper East Side",40.78218,-73.94827,"Entire home/apt",138,30,25,0.23,74,292,1,0.23
"1083",4604991,"Confortable and private room.",23861788,"Luis","Brooklyn","Bedford-Stuyvesant",40.69863,-73.94397,"Private room",85,3,373,3.24,1,48,38,3.24
"1084",4614091,"Big Kitchen, Beautiful Bathroom",16437254,"Benjamin","Brooklyn","Gowanus",40.66619,-73.99366,"Entire home/apt",258,30,14,0.12,17,324,2,0.12
"1085",4614838,"2 Bedroom, 1 Bath Hell's Kitchen",1698391,"Patrick","Manhattan","Hell's Kitchen",40.76128,-73.99331,"Entire home/apt",272,30,5,0.04,3,231,0,0.04
"1086",4621213,"2 Bedroom Apartment, Block from the Central Park",23899821,"Maria","Manhattan","Upper West Side",40.78407,-73.97324,"Entire home/apt",188,30,68,0.57,1,93,2,0.57
"1087",4621217,"350-1A Gramercy New 1BR Sleeps3 Newly Furnished",2119276,"Urban Furnished","Manhattan","Gramercy",40.73564,-73.98125,"Entire home/apt",168,30,17,0.14,29,294,0,0.14
"1088",4621713,"211-3 Prime Union Square Large 1BR Great value",2119276,"Urban Furnished","Manhattan","Gramercy",40.73308,-73.98621,"Entire home/apt",144,30,14,0.12,29,277,0,0.12
"1089",4629870,"Super Quiet, Private Patio",16437254,"Benjamin","Brooklyn","Boerum Hill",40.688255,-73.98558,"Entire home/apt",178,30,22,0.2,17,333,3,0.2
"1090",4632852,"Spacious, rustic barn style bedroom",23991556,"Natasha","Bronx","Concourse",40.83559,-73.92011,"Private room",89,30,8,0.07,1,156,0,0.07
"1091",4637053,"Beautiful Astoria apt next to Manhattan",24009463,"Vadim","Queens","Long Island City",40.76601,-73.93388,"Entire home/apt",250,180,176,1.47,2,365,0,1.47
"1092",4637146,"Gorgeous Parlor Floor Suite near Subway",1755097,"Jay","Brooklyn","Bedford-Stuyvesant",40.69105,-73.92992,"Entire home/apt",168,30,238,2.03,2,95,0,2.03
"1093",4643199,"2 Bedroom Apartment with WhirpoolTub",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77256,-73.95537,"Entire home/apt",130,30,8,0.08,31,352,1,0.08
"1094",4644669,"Upper East Side",24046558,"M David","Manhattan","Upper East Side",40.76348,-73.96422,"Entire home/apt",375,30,102,0.85,1,362,2,0.85
"1095",4645170,"Private Room with Queen size bed",22827111,"Matthew & Marilyn","Manhattan","Hell's Kitchen",40.75985,-73.9956,"Private room",89,30,83,0.69,3,312,1,0.69
"1096",4666584,"Unique 2 Bed/2 Bath Duplex Apt",24144577,"William","Manhattan","East Harlem",40.80185,-73.94501,"Entire home/apt",450,30,164,1.41,1,364,0,1.41
"1097",4667046,"Sleek retreat / Premium location !",24146326,"Julien","Queens","Astoria",40.76587,-73.93014,"Entire home/apt",275,30,159,1.37,11,309,0,1.37
"1098",4668244,"Chic Harlem Bedroom",23861205,"Stacey","Manhattan","Harlem",40.80633,-73.95058,"Private room",150,30,42,1.12,1,365,0,1.12
"1099",4668252,"Furnished studioB UES (30 days MIN)",23772724,"The Local Stay","Manhattan","Upper East Side",40.77518,-73.95339,"Entire home/apt",104,30,34,0.3,74,315,4,0.3
"1100",4677654,"Queen bed, Fast internet/By JLC trains",10387090,"Luis Enrique","Brooklyn","Bushwick",40.68546,-73.90785,"Private room",43,30,11,0.09,2,338,2,0.09
"1101",4688209,"Single Private  RM Near Central Park North",15198359,"Brigitte","Manhattan","Harlem",40.80236,-73.95219,"Private room",110,7,29,0.24,2,69,15,0.24
"1102",4688418,"Spacious 2BR in UES - 30 DAYS MIN",23772724,"The Local Stay","Manhattan","Upper East Side",40.77315,-73.95258,"Entire home/apt",155,30,10,0.08,74,338,0,0.08
"1103",4694480,"1000 SQ FT Cobble Hill Übercharmer",24268565,"Daniel","Brooklyn","Cobble Hill",40.68803,-73.99541,"Entire home/apt",325,30,235,1.95,1,350,1,1.95
"1104",4705670,"Private, quiet spacious room with tons of sun!",24117644,"Joshua","Queens","Astoria",40.75671,-73.92483,"Private room",60,30,94,0.79,1,307,0,0.79
"1105",4707959,"Quaint Flat Available in Harlem",3997164,"Tabs","Manhattan","Harlem",40.82996,-73.9453,"Private room",40,30,15,0.13,1,274,0,0.13
"1106",4711070,"SPACIOUS LIVING ROOM SPACE WITH QUEEN BED!",24347671,"Ioanna","Queens","Woodside",40.74491,-73.91192,"Private room",125,30,24,0.24,1,362,0,0.24
"1107",4714854,"Cozy 2BR in the UES (MIN 30 DAYS)",23772724,"The Local Stay","Manhattan","Upper East Side",40.7831,-73.94801,"Entire home/apt",105,30,15,0.14,74,267,2,0.14
"1108",4738429,"M3 Hamilton's Hideaway Studio",295128,"Carol Gloria","Bronx","Clason Point",40.81215,-73.85503,"Private room",121,30,18,0.19,6,0,0,0.19
"1109",4742068,"Spacious 1 Bedroom Apartment",22616989,"Donald","Brooklyn","Bensonhurst",40.62128,-73.99483,"Entire home/apt",92,30,108,0.92,1,317,1,0.92
"1110",4747624,"3 Bedrooms Entire Apartment in Downtown Manhattan",24109763,"Tang","Manhattan","Chinatown",40.71301,-73.99454,"Entire home/apt",360,30,261,2.95,1,168,1,2.95
"1111",4753639,"Heaven On Riverside",24530713,"Byron","Manhattan","Harlem",40.82498,-73.95343,"Private room",127,30,18,0.15,3,212,0,0.15
"1112",4753866,"Nirvana On Riverside",24530713,"Byron","Manhattan","Harlem",40.82554,-73.95315,"Private room",117,30,4,0.04,3,307,0,0.04
"1113",4753918,"Bushwick Duplex 3 (suite)",3709510,"Deacon","Brooklyn","Bushwick",40.69244,-73.92516,"Private room",125,30,0,0,3,179,0,0
"1114",4756551,"Bedroom w/Private Bath",4031913,"Sheena","Brooklyn","Prospect-Lefferts Gardens",40.65782,-73.96096,"Private room",118,2,237,1.98,1,28,22,1.98
"1115",4759680,"HUGE Bedroom in Brooklyn Loft",11045893,"Kimberly Nicky","Brooklyn","Red Hook",40.67976,-74.00631,"Private room",85,30,23,0.2,1,201,2,0.2
"1116",4760085,"Roomy/sunny/quiet/fun/great locale",24561040,"Ame","Brooklyn","Park Slope",40.6786872942011,-73.9750925522551,"Private room",125,2,315,2.77,2,122,53,2.77
"1117",4760107,"Tall Ceilings, Large Windows",16437254,"Benjamin","Brooklyn","Boerum Hill",40.68826,-73.98558,"Entire home/apt",150,30,25,0.22,17,335,3,0.22
"1118",4768778,"Sunny Duplex Penthouse Greenpoint near waterfront",4409994,"Rolyn","Brooklyn","Greenpoint",40.732,-73.95347,"Entire home/apt",158,30,3,0.13,1,31,0,0.13
"1119",4782569,"1st level near NYC",5071632,"Rose","Brooklyn","Borough Park",40.61797,-73.98026,"Entire home/apt",131,30,97,0.89,1,267,2,0.89
"1120",4783902,"Stunning 1BD in West Village Duplex",24663740,"Lauren","Manhattan","West Village",40.73091,-74.00718,"Private room",150,30,0,0,1,365,0,0
"1121",4786675,"Contemporary Luxury Studio Apartment",23852000,"Aram","Brooklyn","Williamsburg",40.72026,-73.96349,"Entire home/apt",159,30,34,0.31,1,356,3,0.31
"1122",4787201,"Sunny and Spacious Brooklyn Apartment",7365719,"Annika And Jon","Brooklyn","Crown Heights",40.67784,-73.94519,"Entire home/apt",200,30,22,0.19,1,62,0,0.19
"1123",4790969,"Room in Brooklyn, 20 min from Manh",2052361,"Katya","Brooklyn","Prospect-Lefferts Gardens",40.65672,-73.95797,"Private room",70,30,82,0.7,3,307,0,0.7
"1124",4798723,"Adorable sunny studio great area-For monthly stays",23982388,"Jolie","Manhattan","Midtown",40.75431,-73.96606,"Entire home/apt",79,30,3,0.03,3,0,0,0.03
"1125",4807244,"Clean, Private 2-Bedroom Garden Level Apartment",24761711,"Aron","Brooklyn","Windsor Terrace",40.64862,-73.97933,"Entire home/apt",299,30,291,2.48,4,297,0,2.48
"1126",4808239,"Loft 2BR 2bath Near UN Building-30 days min stay",23982388,"Jolie","Manhattan","Midtown",40.75266,-73.96641,"Entire home/apt",150,30,3,0.03,3,0,0,0.03
"1127",4808505,"Clean and convenient room",24765924,"Cesar","Queens","East Elmhurst",40.7648,-73.88255,"Private room",100,30,68,0.62,2,150,0,0.62
"1128",4813342,"Times Square Cozy Studio",23982388,"Jolie","Manhattan","Hell's Kitchen",40.76291,-73.98833,"Entire home/apt",95,30,5,0.05,3,0,0,0.05
"1129",4820897,"Comfy & Cozy in Best Hood in Bk",177846,"Alexandra","Brooklyn","Fort Greene",40.68848,-73.97752,"Private room",74,30,152,1.27,2,54,2,1.27
"1130",4822181,"Amazing large 2BR in the UES  (MIN 30 DAYS)",23772724,"The Local Stay","Manhattan","Upper East Side",40.77429,-73.95157,"Entire home/apt",143,30,13,0.14,74,339,2,0.14
"1131",4823386,"The Big and Cozy Q | Close to Manhattan!",16514175,"Hector Sr","Queens","Elmhurst",40.74674,-73.88593,"Entire home/apt",128,30,173,1.87,3,276,5,1.87
"1132",4823529,"Perfectly Located UpperWest Futon",6677425,"Isabel","Manhattan","Upper West Side",40.7962,-73.96334,"Shared room",34,30,263,2.21,3,242,2,2.21
"1133",4824361,"Modern Living",1445060,"Chi","Brooklyn","Williamsburg",40.70586,-73.94931,"Private room",79,30,15,0.19,1,296,6,0.19
"1134",4830799,"bright and clean! vintage style!",3677131,"Alex","Brooklyn","Red Hook",40.67612,-74.00676,"Private room",98,30,63,0.55,1,83,0,0.55
"1135",4845290,"Union SQ / East Village Gem!",12485770,"Raanan","Manhattan","Gramercy",40.73301,-73.98407,"Entire home/apt",145,30,2,0.02,6,243,0,0.02
"1136",4847177,"Beautiful & Sunny Boerum Hill 2-bedroom",24940913,"Nina","Brooklyn","Boerum Hill",40.68574,-73.99055,"Entire home/apt",140,30,1,0.01,1,84,0,0.01
"1137",4860650,"Happy Brooklyn! Happy Konakolo!",25001808,"Hanayo","Brooklyn","South Slope",40.6600663092041,-73.9859922759738,"Private room",140,30,110,0.92,1,313,3,0.92
"1138",4861859,"Clean and quiet room,  Close to Subway and buses",25008474,"Reza","Brooklyn","Flatbush",40.65101,-73.95548,"Private room",50,30,26,0.22,1,60,1,0.22
"1139",4881420,"LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS",25112856,"Mio","Manhattan","Chelsea",40.74085,-74.00339,"Entire home/apt",179,365,93,0.82,1,365,0,0.82
"1140",4885569,"Large & Gorgeous! Heart of Village",17056215,"Yaniv And Vanessa","Manhattan","Greenwich Village",40.73053,-74.00097,"Entire home/apt",309,30,64,0.57,3,38,9,0.57
"1141",4885673,"Stylish  Shared Apt w Large Private Room",24943630,"Jason","Manhattan","Greenwich Village",40.7337766843376,-73.9969715449736,"Private room",115,30,77,0.64,1,107,2,0.64
"1142",4886168,"One bed room with Manhattan view .prospect heights",25137999,"Hossam","Brooklyn","Crown Heights",40.67332,-73.95936,"Private room",60,30,0,0,1,89,0,0
"1143",4904582,"Boutique Retreat",25249481,"Jacqueline","Bronx","Mount Hope",40.84972,-73.90408,"Private room",40,30,5,0.05,1,365,0,0.05
"1144",4907561,"This is a Luxury Two Bedroom Suit.",25267067,"Keith","Brooklyn","Bedford-Stuyvesant",40.68395,-73.94204,"Private room",75,30,0,0,1,90,0,0
"1145",4907861,"Enjoy luxe Brooklyn Oasis a block from subway!",25268900,"Jessica","Brooklyn","Bushwick",40.69877,-73.91639,"Entire home/apt",225,30,124,1.08,1,147,0,1.08
"1146",4916340,"Central Park Suite",81335,"Evan","Manhattan","Upper West Side",40.78378,-73.97624,"Entire home/apt",172,30,238,2.34,6,229,0,2.34
"1147",4920338,"1BR 1B FULLY FURNISHED #8783",25341839,"Gaby","Manhattan","Upper East Side",40.76402,-73.95916,"Entire home/apt",310,30,0,0,3,365,0,0
"1148",4920448,"1BR 1B FULLY FURNISHED #8703",25341839,"Gaby","Manhattan","Upper West Side",40.7855,-73.9745,"Entire home/apt",310,30,0,0,3,365,0,0
"1149",4920489,"1BR 1B FULLY FURNISHED #8194",25341839,"Gaby","Manhattan","Midtown",40.75976,-73.96447,"Entire home/apt",330,30,0,0,3,365,0,0
"1150",4925368,"Nrth, JTrain Gates 5 min, cold AC, ask $hrt Term*",331579,"Marlon","Brooklyn","Bedford-Stuyvesant",40.68751,-73.922,"Private room",48,30,73,0.65,2,260,1,0.65
"1151",4927910,"SE,JTrain Gates Ave 5 min, WashDry, AC,  Ask $hrtm",331579,"Marlon","Brooklyn","Bedford-Stuyvesant",40.68767,-73.92283,"Private room",44,30,33,0.73,2,236,0,0.73
"1152",4928303,"KLO Room #2 With Private Bathroom",23533897,"Fatou","Brooklyn","Crown Heights",40.67395,-73.95107,"Private room",139,1,131,1.13,6,154,25,1.13
"1153",4936254,"unique artist's apartment in Manhattan",22087408,"Dominik","Manhattan","Lower East Side",40.7191,-73.9834,"Entire home/apt",400,1,229,2.05,1,91,67,2.05
"1154",4947515,"Your Home with View in Greenpoint!",1556712,"Margrethe","Brooklyn","Greenpoint",40.73283,-73.95617,"Entire home/apt",284,30,82,0.69,1,355,1,0.69
"1155",4956469,"Contemporary & Clean 1 bdrm Apartment(Lower Level)",25537637,"Emmanuel","Queens","Bayside",40.75715,-73.77461,"Entire home/apt",80,30,230,2.53,1,153,0,2.53
"1156",4963237,"Vie's 2BR LL Cosy CrashPad*Bronx Hospitals*Metro*",310670,"Violet","Bronx","Eastchester",40.87893,-73.83413,"Entire home/apt",146,30,37,0.36,7,346,0,0.36
"1157",4968633,"Private Cozy Bright Brooklyn Space",248490,"Leecia","Brooklyn","Bedford-Stuyvesant",40.68238,-73.93794,"Private room",99,3,219,2.03,2,95,35,2.03
"1158",4968798,"Room in Jackson Heights (Queens)",23345098,"Jorge","Queens","East Elmhurst",40.75684,-73.87709,"Private room",44,30,27,0.23,1,331,1,0.23
"1159",4974300,"Parlor Apartment on Quiet & Best Street",25641528,"Marc","Brooklyn","Brooklyn Heights",40.6959,-73.99756,"Entire home/apt",250,30,0,0,1,63,0,0
"1160",4978241,"CHARMING GARDEN APT IN TOWNHOUSE",271527,"Richard","Manhattan","Harlem",40.81141,-73.93975,"Entire home/apt",185,3,201,1.72,2,242,39,1.72
"1161",4987238,"Chic Downtown 1 Bedroom",17985595,"Lora","Manhattan","Greenwich Village",40.73238,-73.995,"Entire home/apt",300,30,38,0.35,1,176,2,0.35
"1162",5004463,"Spacious Private Room",25807709,"Shula","Brooklyn","Midwood",40.62299,-73.9529,"Private room",60,30,27,0.23,1,283,0,0.23
"1163",5006113,"Soho New York Luxury Loft Mid-Century Modern",6095946,"Fiona","Manhattan","Tribeca",40.72044,-74.00399,"Entire home/apt",476,30,5,0.06,1,365,2,0.06
"1164",5010368,"Upper East Side Gem!",25840204,"Daniel","Manhattan","Upper East Side",40.77395,-73.95153,"Entire home/apt",150,30,94,0.8,1,318,2,0.8
"1165",5013564,"Prime Location, Close to Everything",1315306,"Suzanne","Brooklyn","Park Slope",40.67438,-73.97541,"Private room",110,30,9,0.08,1,363,0,0.08
"1166",5020687,"Studio in Downtown Flushing!  Best location!",10366837,"Judy","Queens","Flushing",40.75794,-73.82971,"Private room",95,30,178,1.92,4,306,4,1.92
"1167",5040653,"Spacious Room on Broome St, LES",19195540,"Dor","Manhattan","Lower East Side",40.71785,-73.99019,"Private room",150,30,108,0.93,2,93,1,0.93
"1168",5050156,"Wake Up In The City That Never Sleeps",193488,"Jane","Manhattan","East Village",40.73333,-73.9905,"Private room",115,30,58,0.51,3,364,0,0.51
"1169",5058359,"Gorgeous Private Suite w/ Roof Access in Manhattan",7635592,"Adrienne","Manhattan","Washington Heights",40.85191,-73.93924,"Private room",25,30,7,0.07,1,67,0,0.07
"1170",5065185,"Spacious 1BR Apartment",10428997,"Marta","Manhattan","Upper West Side",40.79495,-73.97237,"Entire home/apt",160,30,98,0.83,2,153,4,0.83
"1171",5069734,"Large 2BR Apt mins from Subway",26179742,"Sergio","Brooklyn","Cypress Hills",40.6814170033749,-73.8744865451934,"Entire home/apt",67,30,0,0,1,322,0,0
"1172",5083907,"Large Room In Brownstone in Gorgeous Clinton Hill",63613,"Patricia","Brooklyn","Clinton Hill",40.69079,-73.96756,"Private room",60,45,0,0,1,124,0,0
"1173",5085803,"Upper East  Beautiful Studio near NYC Hospitals",23772724,"The Local Stay","Manhattan","Upper East Side",40.78248,-73.94643,"Entire home/apt",99,30,24,0.23,74,323,2,0.23
"1174",5094593,"Cozy room - Internet up to 1000 Mbps.",7801481,"Inez","Queens","Bay Terrace",40.78797,-73.7804,"Private room",105,30,10,0.09,2,56,3,0.09
"1175",5095468,"Great Fully Renovated 1-Bedroom Apartment",18227787,"Vitaliy","Manhattan","East Harlem",40.79179,-73.94828,"Entire home/apt",175,30,128,1.08,2,221,11,1.08
"1176",5106749,"Cozy 1BD near midtown Manhattan",26388856,"Kat","Queens","Long Island City",40.76024,-73.92986,"Entire home/apt",110,30,58,0.5,1,79,5,0.5
"1177",5113910,"Guest Suite at Designer's Red Hook Home",10125456,"Carly","Brooklyn","Red Hook",40.67507,-74.01209,"Entire home/apt",151,30,98,0.84,1,154,3,0.84
"1178",5115870,"Cozy studio in a lovely area",26435150,"Yehonatan","Queens","Forest Hills",40.7145203596172,-73.854051166996,"Entire home/apt",125,30,20,1.22,2,90,2,1.22
"1179",5121827,"Cozy 2 bedroom basement apartment",26435150,"Yehonatan","Queens","Forest Hills",40.71269,-73.85365,"Entire home/apt",150,30,34,1.14,2,306,0,1.14
"1180",5125051,"Artist 1 Bdrm 1 bath w/ Shrine Room",1434120,"Kimyon","Brooklyn","Bedford-Stuyvesant",40.69674,-73.93703,"Entire home/apt",99,30,121,1.04,1,332,0,1.04
"1181",5144689,"Harlem Style Spacious and Sunny",26597048,"M. Elizabeth","Manhattan","East Harlem",40.80581,-73.94234,"Entire home/apt",149,30,311,3.2,2,180,7,3.2
"1182",5150206,"Sunny Beautiful Brownstone Apt & Area!",9054750,"Camiren","Manhattan","Harlem",40.82837,-73.94757,"Private room",115,30,37,0.37,1,89,0,0.37
"1183",5195568,"super clean private room",26877037,"Catherine","Brooklyn","Sheepshead Bay",40.59858,-73.95817,"Private room",138,30,2,0.02,4,365,0,0.02
"1184",5199439,"Upper East Cozy studio close to NYC Hospitals",23772724,"The Local Stay","Manhattan","Upper East Side",40.77504,-73.95357,"Entire home/apt",99,30,24,0.21,74,146,0,0.21
"1185",5231817,"61-2A  Large 1BR in Upper East Side",2119276,"Urban Furnished","Manhattan","Upper East Side",40.75966,-73.96124,"Entire home/apt",170,30,16,0.14,29,346,3,0.14
"1186",5237336,"Authentic Private Sunny Room in Brooklyn NY",189275,"Erika","Brooklyn","Clinton Hill",40.69657,-73.96884,"Entire home/apt",119,1,245,3.4,1,122,53,3.4
"1187",5251340,"Vintage palace in Carroll Gardens Brooklyn!",17129810,"Jeffrey","Brooklyn","Columbia St",40.68114,-74.00424,"Entire home/apt",180,30,139,1.31,1,363,0,1.31
"1188",5269840,"Remsen Village Rental",27277459,"Dawn","Brooklyn","East Flatbush",40.65514,-73.91992,"Entire home/apt",152,30,88,0.79,2,363,0,0.79
"1189",5274268,"Private 
Bedroom
& Bathroom",9147223,"Winter","Manhattan","East Harlem",40.79519,-73.94988,"Private room",150,30,21,0.19,1,355,2,0.19
"1190",5276602,"Fully Furnished Brownstone Bedroom",20114391,"Lisa","Brooklyn","Fort Greene",40.68485,-73.96854,"Private room",70,7,33,0.28,2,88,2,0.28
"1191",5287414,"A BETTA share -Low maintanence guests, e20's  NYC!",27376622,"Eja","Manhattan","Gramercy",40.73765,-73.98275,"Shared room",68,30,101,0.86,1,334,3,0.86
"1192",5287733,"Cozy Room",27379417,"Dr.Sally","Queens","South Ozone Park",40.66843,-73.82541,"Private room",85,30,238,2.01,1,307,0,2.01
"1193",5291956,"Bright Studio with Peaceful Private Terrace",240048,"Katherine","Brooklyn","Sunset Park",40.66246,-73.9933,"Entire home/apt",80,30,42,0.98,3,223,2,0.98
"1194",5297292,"Charming 2BR Brownstone near subway",26134830,"Isabel","Brooklyn","Bedford-Stuyvesant",40.68285,-73.92195,"Entire home/apt",300,30,121,1.04,1,363,0,1.04
"1195",5298896,"Unique NYC Loft - Guest Room",3868692,"Luke","Manhattan","Financial District",40.70419,-74.01127,"Private room",180,5,310,3.16,2,194,57,3.16
"1196",5301003,"Newly renovated 1BR+ in Park Slope",1763862,"Jing","Brooklyn","South Slope",40.6658,-73.98555,"Entire home/apt",211,31,280,2.44,1,213,2,2.44
"1197",5309959,"Small Cozy Room",22420999,"Herman","Queens","Richmond Hill",40.69579,-73.83174,"Private room",83,2,59,0.55,3,79,15,0.55
"1198",5319431,"Beautiful Design studio next to Central Park!",27315132,"Stratos","Manhattan","Upper East Side",40.78673,-73.95512,"Entire home/apt",150,30,27,0.23,1,303,0,0.23
"1199",5320325,"Saint Nicholas Apt A",27502008,"Tahirou","Manhattan","Harlem",40.81568,-73.94912,"Private room",47,30,112,0.97,1,338,2,0.97
"1200",5320983,"Beautiful bright renovated 2BR w Balcony-sleeps 5!",588270,"Dikla","Brooklyn","DUMBO",40.70264,-73.98808,"Entire home/apt",350,30,368,3.12,2,250,4,3.12
"1201",5336588,"Sun filled room- Manhattan, steps to Express train",12213641,"Joshua","Manhattan","East Harlem",40.80212,-73.93444,"Private room",80,30,71,0.61,2,90,0,0.61
"1202",5340262,"纽约之家(Sunnyhome7)Short stay available, ask Owner",27673980,"Amy","Queens","Flushing",40.74537,-73.83252,"Private room",70,30,316,2.69,8,47,0,2.69
"1203",5343821,"Quiet Midtown Oasis - Sutton Place",27589508,"James","Manhattan","Midtown",40.75758,-73.96519,"Entire home/apt",200,30,151,1.47,1,328,3,1.47
"1204",5352301,"Housing for SGU/AUA/SABA/ROSS students",27741331,"Lyn","Brooklyn","East Flatbush",40.6575,-73.92244,"Private room",40,30,16,0.14,6,358,0,0.14
"1205",5353312,"Fabulous studio UES 30 days min",23772724,"The Local Stay","Manhattan","Upper East Side",40.77375,-73.95215,"Entire home/apt",102,30,25,0.23,74,303,2,0.23
"1206",5353612,"West village unique artistic townhouse apt",9350960,"Victoria","Manhattan","West Village",40.7347892771245,-74.0074593938853,"Entire home/apt",268,2,389,3.77,1,153,25,3.77
"1207",5358354,"809-4B  Studio Balcony W/D Prime location",2119276,"Urban Furnished","Manhattan","Hell's Kitchen",40.76681,-73.98638,"Entire home/apt",178,30,33,0.3,29,305,2,0.3
"1208",5363874,"2br Duplex w/Roof Deck Close to Empire State Build",17982486,"Cheri","Manhattan","Kips Bay",40.74259,-73.97949,"Entire home/apt",250,30,15,0.13,1,301,0,0.13
"1209",5389907,"Cozy 2 private bedrooms 10 min from Manhattan",3641421,"Remo","Queens","Astoria",40.7632,-73.92515,"Private room",180,7,13,0.18,1,48,1,0.18
"1210",5406041,"Mod 3 BR duplex-East Village",27974744,"Cara","Manhattan","East Village",40.7265154,-73.9777228,"Private room",108,2,333,3.17,1,50,45,3.17
"1211",5413565,"Artist/Musician Loft (HUGE space!)",11968309,"Raviv","Brooklyn","Williamsburg",40.70794,-73.93486,"Entire home/apt",239,30,94,0.81,1,338,1,0.81
